0.000000000000000000e+00,0.000000000000000000e+00,1.499999999999999944e-01,0.000000000000000000e+00
5.000000000000000278e-02,-5.472423729446784790e-14,1.499999999999999944e-01,0.000000000000000000e+00
1.000000346241482069e-01,-6.658698535672716474e-03,3.673728439652862998e-01,-6.086552853888371750e-02
1.499999347312511999e-01,-1.331737915454330595e-02,5.602202011276836702e-01,-1.217308933268557575e-01
1.999998694624844364e-01,-1.997606438512454854e-02,7.285427558601422771e-01,-1.825963002636341592e-01
2.499998694624844253e-01,-2.663475830908421799e-02,8.723405303126097188e-01,-2.434617866536896158e-01
2.999998041937675941e-01,-3.329344353967211845e-02,9.916131810881532171e-01,-3.043271935905288439e-01
3.499998041937675830e-01,-3.369647740333338998e-02,1.106240865375895277e+00,-3.617421533775255771e-01
3.999998041937675719e-01,-3.409951126699465457e-02,1.196343549663637207e+00,-4.191571131645222548e-01
4.499997389249946744e-01,-3.450254459912513449e-02,1.261921180372763240e+00,-4.765719980032590009e-01
4.999997389249946633e-01,-3.490557846278639909e-02,1.302973896674838539e+00,-5.339869577902556230e-01
5.499996736562218214e-01,-3.530861179491688595e-02,1.319501623426963866e+00,-5.914018426289924246e-01
5.999996083873092578e-01,-3.571164512704622790e-02,1.311504414207846247e+00,-6.488167274675686880e-01
6.499996083873093022e-01,-3.611467899070748555e-02,1.278982194538656136e+00,-7.062316872545655322e-01
6.999995431185567218e-01,-3.651771232283813201e-02,1.221935081362482300e+00,-7.636465720933256485e-01
7.499995431185567663e-01,-3.692074618649940354e-02,1.140362893707615344e+00,-8.210615318803223817e-01
7.999995431185568107e-01,-1.809714155359270008e-02,1.086261589001690453e+00,-8.764656809910902346e-01
8.499994778497929060e-01,7.264384982846335383e-04,1.007635418940982408e+00,-9.318697577776559049e-01
8.999994125810261147e-01,1.955001855019320237e-02,9.044843129089389366e-01,-9.872738345642184665e-01
9.499994125810261592e-01,6.634867999862074928e-02,8.620766911739493610e-01,-1.042357059706345401e+00
9.999994125810262036e-01,1.131473414470482997e-01,7.951440694389599884e-01,-1.097440284848350434e+00
1.049999347312259523e+00,1.599459417999786193e-01,7.036865990978500296e-01,-1.152523438085797380e+00
1.099999282043492732e+00,2.067445421529088834e-01,5.877041927854002035e-01,-1.207606591323244771e+00
1.149999282043492776e+00,2.535432036013364754e-01,4.471966350790709810e-01,-1.262689816465371484e+00
1.199999282043492821e+00,3.003418650497640119e-01,2.821640773727417395e-01,-1.317773041607498419e+00
1.249999216774726030e+00,3.471404654026942205e-01,9.260679911761247884e-02,-1.372856194844945588e+00
1.299999151505959238e+00,3.939390657556245956e-01,-1.214754151088565104e-01,-1.427939348082392979e+00
1.349999151505959283e+00,4.407377272040521321e-01,-3.600829087865255462e-01,-1.483022573224519691e+00
1.399999086237206702e+00,4.909139686346965514e-01,-4.946683009927791419e-01,-1.544535563450482485e+00
1.449999086237206747e+00,5.386773455083337936e-01,-5.825144756958628989e-01,-1.604650988160730707e+00
1.499999086237206791e+00,5.799432421219705702e-01,-6.238420835464438818e-01,-1.662006532731250763e+00
1.549999020968454211e+00,6.091681429935146275e-01,-6.024977036314488332e-01,-1.715856467191637202e+00
1.599998955699672543e+00,6.383930438650418093e-01,-6.056782596877912095e-01,-1.769706401651991889e+00
1.649998955699672587e+00,6.468119346244068923e-01,-5.513984547958555860e-01,-1.819327194971699591e+00
1.699998955699672631e+00,6.439793361441817909e-01,-4.792932238840512116e-01,-1.867241256592532261e+00
1.749998890430890963e+00,6.268435873551256865e-01,-3.767292532099195679e-01,-1.913577998570296090e+00
1.799998890430891008e+00,5.965487791717701826e-01,-2.425505841879392332e-01,-1.959340240806395572e+00
1.849998825162038063e+00,5.657964316853234532e-01,-1.306518004760786889e-01,-2.005123381851184217e+00
1.899998825162038107e+00,5.350440440531751829e-01,-4.327787069273485859e-02,-2.050906582659527633e+00
1.949998759893101674e+00,4.990366826508420006e-01,6.706128572805966637e-02,-2.099359536815279981e+00
1.999998694624251616e+00,4.612036170540788627e-01,2.118814113640214436e-01,-2.153028559230273142e+00
2.049998694624251439e+00,4.233705020702654420e-01,3.321767260457950122e-01,-2.206697651703281249e+00
2.099998743138479451e+00,3.867225743423803874e-01,4.466291973479833977e-01,-2.262894077910816648e+00
2.149998629355410529e+00,3.552346693630979435e-01,5.789981515073087115e-01,-2.325933495199019152e+00
2.199998485057655273e+00,3.237467836006387434e-01,6.868421664377915015e-01,-2.388972874014606340e+00
2.249998564086543862e+00,2.922587571966221986e-01,7.701615855368096897e-01,-2.452012534398220200e+00
2.299998404125162654e+00,2.607708812984340652e-01,8.289557633017348159e-01,-2.515051893465262811e+00
2.349998498817693626e+00,2.292828450302782650e-01,8.632251476238300691e-01,-2.578091573597442565e+00
2.399998498817693449e+00,1.977948683953636155e-01,8.729694670425459657e-01,-2.641131134342213915e+00
2.449998433548950860e+00,1.663069328638668021e-01,8.581888377682497238e-01,-2.704170612796799489e+00
2.499998368280051952e+00,1.348304885293154232e-01,8.189324522845317089e-01,-2.767222220709758762e+00
2.549998368280051775e+00,1.033540031061227632e-01,7.551510155574104877e-01,-2.830273910928813308e+00
2.599998368280051597e+00,7.187751768293013099e-02,6.668445788302893584e-01,-2.893325601147867410e+00
2.649998303011195322e+00,4.040107334835176672e-02,5.540133214040332543e-01,-2.956377209060880862e+00
2.699998403579444428e+00,8.924524614566053948e-03,4.166565910903052283e-01,-3.019429026099599511e+00
2.749998237742356633e+00,4.462256708123800431e-03,3.607238270463923313e-01,-3.056410046472159081e+00
2.799997946422028150e+00,2.520736681940886373e-16,2.802664891572344552e-01,-3.093390974035192365e+00
2.849998172473507729e+00,-4.691699148993339577e-16,2.266757037971295075e-01,-3.117662683894683262e+00
2.899294406693909032e+00,-1.314595134138674126e-18,1.499999999999460931e-01,-3.141592653589566186e+00
2.949285794811412398e+00,0.000000000000000000e+00,1.499999999999999944e-01,-3.141592653589793560e+00
2.999285729542660039e+00,0.000000000000000000e+00,1.499999999999999944e-01,-3.141592653589793116e+00
